"id";"owner";"created_on";"modified_by";"modified_on";"origen_id";"usuario_id";"estado";"razon";"nota";"origen_tipo";"origen_ref";"valor";"pagado"
"181";"6";"2023-04-14 12:08:23";"6";"2023-04-14 12:08:23";"10025";"14";"2";"1";;"1";"Pedido-23.03.14-8481";"34500";"0"
"182";"6";"2023-04-14 12:09:08";"6";"2023-04-14 12:09:08";"10015";"14";"2";"1";;"1";"Pedido-23.03.13-8473";"14868";"0"
"183";"6";"2023-04-14 12:10:43";"6";"2023-04-14 12:10:43";"10013";"14";"2";"1";;"1";"Pedido-23.03.13-8472";"2760";"0"
"184";"6";"2023-04-14 12:12:21";"6";"2023-04-14 12:12:21";"9995";"14";"2";"1";;"1";"Pedido-23.03.10-8458";"1200";"0"
"185";"6";"2023-04-14 12:13:00";"6";"2023-04-14 12:13:00";"9994";"14";"2";"1";;"1";"Pedido-23.03.10-8457";"1499";"0"
"186";"6";"2023-04-14 12:29:28";"6";"2023-04-14 12:29:28";"9992";"14";"2";"1";;"1";"Pedido-23.03.10-8455";"3029";"0"
"187";"6";"2023-04-14 12:30:15";"6";"2023-04-14 12:30:15";"9989";"14";"2";"1";;"1";"Pedido-23.03.09-8451";"8761";"0"
"188";"6";"2023-04-14 12:30:44";"6";"2023-04-14 12:30:44";"9986";"14";"2";"1";;"1";"Pedido-23.03.09-8449";"19266";"0"
"189";"6";"2023-04-14 12:31:06";"6";"2023-04-14 12:31:06";"9982";"14";"2";"1";;"1";"Pedido-23.03.08-8445";"1872";"0"
"190";"6";"2023-04-14 12:31:46";"6";"2023-04-14 12:31:46";"9976";"14";"2";"1";;"1";"Pedido-23.03.08-8439";"2159";"0"
"191";"6";"2023-04-14 12:32:09";"6";"2023-04-14 12:32:09";"9968";"14";"2";"1";;"1";"Pedido-23.03.06-8430";"2430";"0"
"192";"6";"2023-04-14 12:32:37";"6";"2023-04-14 12:32:37";"9965";"14";"2";"1";;"1";"Pedido-23.03.06-8428";"2070";"0"
"193";"6";"2023-04-14 12:33:00";"6";"2023-04-14 12:33:00";"9959";"14";"2";"1";;"1";"Pedido-23.03.06-8421";"2004";"0"
"194";"6";"2023-04-14 12:33:23";"6";"2023-04-14 12:33:23";"9957";"14";"2";"1";;"1";"Pedido-23.03.04-8419";"33630";"0"
"195";"6";"2023-04-14 12:34:15";"6";"2023-04-14 12:34:15";"9956";"14";"2";"1";;"1";"Pedido-23.03.04-8418";"37977";"0"
"196";"6";"2023-04-14 12:36:39";"6";"2023-04-14 12:36:39";"9943";"14";"2";"1";;"1";"Pedido-23.03.03-8422";"11825";"0"
"197";"6";"2023-04-14 12:37:13";"6";"2023-04-14 12:37:13";"9928";"14";"2";"1";;"1";"Pedido-23.03.01-8399";"18939";"0"
"198";"6";"2023-04-14 12:40:00";"6";"2023-04-14 12:40:00";"9927";"14";"2";"1";;"1";"Pedido-23.03.01-8398";"108000";"0"
"199";"6";"2023-04-14 12:41:00";"6";"2023-04-14 12:41:00";"9944";"14";"2";"1";;"1";"Pedido-23.03.03-8407";"101325";"0"
"200";"6";"2023-04-14 13:53:28";"6";"2023-04-14 13:53:28";"9993";"14";"2";"1";;"1";"Pedido-23.03.10-8456";"348682";"0"
"201";"6";"2023-04-14 14:01:16";"6";"2023-04-14 14:01:16";"9910";"14";"2";"1";;"1";"Pedido-23.02.27-8384";"83086";"0"
"202";"6";"2023-04-14 14:01:52";"6";"2023-04-14 14:01:52";"9894";"14";"2";"1";;"1";"Pedido-23.02.23-8367";"30017";"0"
"203";"6";"2023-04-14 14:02:35";"6";"2023-04-14 14:02:35";"9884";"14";"2";"1";;"1";"Pedido-23.02.22-8357";"30017";"0"
"204";"6";"2023-04-14 14:38:55";"6";"2023-04-14 14:38:55";"9870";"14";"2";"1";;"1";"Pedido-23.02.21-8343";"39780";"0"
"205";"6";"2023-04-14 14:40:04";"6";"2023-04-14 14:40:04";"9863";"14";"2";"1";;"1";"Pedido-23.02.20-8344";"142288";"0"
"206";"6";"2023-04-14 14:41:25";"6";"2023-04-14 14:41:25";"9861";"14";"2";"1";;"1";"Pedido-23.02.20-8335";"20919";"0"
"207";"6";"2023-04-14 14:47:05";"6";"2023-04-14 14:47:05";"9846";"14";"2";"1";;"1";"Pedido-23.02.16-8410";"23458";"0"
"208";"6";"2023-04-14 14:47:33";"6";"2023-04-14 14:47:33";"9830";"14";"2";"1";;"1";"Pedido-23.02.15-8304";"30017";"0"
"209";"6";"2023-04-14 15:04:00";"6";"2023-04-14 15:04:00";"10168";"29";"2";"1";;"1";"Pedido-23.03.31-8624";"504343";"0"
"210";"6";"2023-04-14 15:04:19";"6";"2023-04-14 15:04:19";"10164";"29";"2";"1";;"1";"Pedido-23.03.30-8620";"43212";"0"
"211";"6";"2023-04-14 15:04:47";"6";"2023-04-14 15:04:47";"10154";"29";"2";"1";;"1";"Pedido-23.03.29-8611";"22118";"0"
"212";"6";"2023-04-14 15:05:39";"6";"2023-04-14 15:05:39";"10158";"29";"2";"1";;"1";"Pedido-23.03.30-8615";"920";"0"
"213";"6";"2023-04-14 15:06:01";"6";"2023-04-14 15:06:01";"10153";"29";"2";"1";;"1";"Pedido-23.03.29-8610";"10374";"0"
"214";"6";"2023-04-14 15:06:26";"6";"2023-04-14 15:06:26";"10149";"29";"2";"1";;"1";"Pedido-23.03.29-8606";"9536";"0"
"215";"6";"2023-04-14 15:06:52";"6";"2023-04-14 15:06:52";"10148";"29";"2";"1";;"1";"Pedido-23.03.29-8605";"1921";"0"
"216";"6";"2023-04-14 15:07:11";"6";"2023-04-14 15:07:11";"10145";"29";"2";"1";;"1";"Pedido-23.03.29-8602";"18843";"0"
"217";"6";"2023-04-14 15:07:34";"6";"2023-04-14 15:07:34";"10144";"29";"2";"1";;"1";"Pedido-23.03.28-8601";"9022";"0"
"218";"6";"2023-04-14 15:07:53";"6";"2023-04-14 15:07:53";"10140";"29";"2";"1";;"1";"Pedido-23.03.28-8597";"1499";"0"
"219";"6";"2023-04-14 15:08:16";"6";"2023-04-14 15:08:16";"10115";"29";"2";"1";;"1";"Pedido-23.03.24-8572";"10789";"0"
"220";"6";"2023-04-14 15:08:39";"6";"2023-04-14 15:08:39";"10114";"29";"2";"1";;"1";"Pedido-23.03.24-8571";"7434";"0"
"221";"6";"2023-04-14 15:09:00";"6";"2023-04-14 15:09:00";"10113";"29";"2";"1";;"1";"Pedido-23.03.24-8570";"9178";"0"
"222";"6";"2023-04-14 15:09:27";"6";"2023-04-14 15:09:27";"10112";"29";"2";"1";;"1";"Pedido-23.03.24-8569";"12250";"0"
"223";"6";"2023-04-14 15:38:38";"6";"2023-04-14 15:38:38";"10106";"29";"2";"1";;"1";"Pedido-23.03.24-8564";"810";"0"
"224";"6";"2023-04-14 15:39:13";"6";"2023-04-14 15:39:13";"10105";"29";"2";"1";;"1";"Pedido-23.03.24-8562";"14868";"0"
"225";"6";"2023-04-14 15:39:42";"6";"2023-04-14 15:39:42";"10104";"29";"2";"1";;"1";"Pedido-23.03.23-8561";"13111";"0"
"226";"6";"2023-04-14 15:40:04";"6";"2023-04-14 15:40:04";"10101";"29";"2";"1";;"1";"Pedido-23.03.23-8558";"570";"0"
"227";"6";"2023-04-14 15:40:39";"6";"2023-04-14 15:40:39";"10100";"29";"2";"1";;"1";"Pedido-23.03.23-8559";"27456";"0"
"228";"6";"2023-04-14 15:42:28";"6";"2023-04-14 15:42:28";"10099";"29";"2";"1";;"1";"Pedido-23.03.22-8557";"60034";"0"
"229";"6";"2023-04-14 15:42:51";"6";"2023-04-14 15:42:51";"10097";"29";"2";"1";;"1";"Pedido-23.03.22-8554";"1889";"0"
"230";"6";"2023-04-14 15:43:23";"6";"2023-04-14 15:43:23";"10092";"29";"2";"1";;"1";"Pedido-23.03.22-8548";"58462";"0"
"231";"6";"2023-04-14 15:45:05";"6";"2023-04-14 15:45:05";"10065";"29";"2";"1";;"1";"Pedido-23.03.21-8529";"63307";"0"
"232";"6";"2023-04-14 15:45:46";"6";"2023-04-14 15:45:46";"10085";"29";"2";"1";;"1";"Pedido-23.03.22-8542";"43157";"0"
"233";"6";"2023-04-14 15:47:19";"6";"2023-04-14 15:47:19";"10061";"29";"2";"1";;"1";"Pedido-23.03.17-8518";"30196";"0"
"234";"6";"2023-04-14 15:48:19";"6";"2023-04-14 15:48:19";"10060";"29";"2";"1";;"1";"Pedido-23.03.17-8521";"110876";"0"
"235";"6";"2023-04-14 15:49:13";"6";"2023-04-14 15:49:13";"10059";"29";"2";"1";;"1";"Pedido-23.03.17-8516";"8684";"0"
"236";"6";"2023-04-14 15:49:50";"6";"2023-04-14 15:49:50";"10054";"29";"2";"1";;"1";"Pedido-23.03.16-8512";"57044";"0"
"237";"6";"2023-04-14 15:54:20";"6";"2023-04-14 15:54:20";"10051";"29";"2";"1";;"1";"Pedido-23.03.16-8509";"4482";"0"
"238";"6";"2023-04-14 15:54:45";"6";"2023-04-14 15:54:45";"10045";"29";"2";"1";;"1";"Pedido-23.03.15-8504";"22977";"0"
"240";"6";"2023-04-14 15:55:14";"6";"2023-04-14 15:55:14";"10043";"29";"2";"1";;"1";"Pedido-23.03.15-8502";"18477";"0"
"241";"6";"2023-04-14 15:56:19";"6";"2023-04-14 15:56:19";"10040";"29";"2";"1";;"1";"Pedido-23.03.15-8499";"4391";"0"
"242";"6";"2023-04-14 15:56:45";"6";"2023-04-14 15:56:45";"10029";"29";"2";"1";;"1";"Pedido-23.03.14-8488";"14814";"0"
"243";"6";"2023-04-14 15:57:15";"6";"2023-04-14 15:57:15";"10028";"29";"2";"1";;"1";"Pedido-23.03.14-8487";"11160";"0"
"244";"6";"2023-04-14 15:58:42";"6";"2023-04-14 15:58:42";"10014";"29";"2";"1";;"1";"Pedido-23.03.13-8556";"52290";"0"
"245";"6";"2023-04-14 15:59:11";"6";"2023-04-14 15:59:11";"10011";"29";"2";"1";;"1";"Pedido-23.03.13-8469";"47700";"0"
"246";"6";"2023-04-14 15:59:37";"6";"2023-04-14 15:59:37";"10007";"29";"2";"1";;"1";"Pedido-23.03.11-8466";"21055";"0"
"247";"6";"2023-04-14 15:59:55";"6";"2023-04-14 15:59:55";"10006";"29";"2";"1";;"1";"Pedido-23.03.11-8464";"659";"0"
"248";"6";"2023-04-14 16:05:11";"6";"2023-04-14 16:05:11";"10005";"29";"2";"1";;"1";"Pedido-23.03.11-8465";"15710";"0"
"249";"6";"2023-04-14 16:05:45";"6";"2023-04-14 16:05:45";"10004";"29";"2";"1";;"1";"Pedido-23.03.11-8486";"179242";"0"
"250";"6";"2023-04-14 16:06:08";"6";"2023-04-14 16:06:08";"10002";"29";"2";"1";;"1";"Pedido-23.03.10-8462";"10296";"0"
"251";"6";"2023-04-14 16:10:33";"6";"2023-04-14 16:10:33";"9996";"29";"2";"1";;"1";"Pedido-23.03.10-8459";"15966";"0"
"252";"6";"2023-04-14 16:10:52";"6";"2023-04-14 16:10:52";"9985";"29";"2";"1";;"1";"Pedido-23.03.08-8448";"11336";"0"
"253";"6";"2023-04-14 16:11:32";"6";"2023-04-14 16:11:32";"9980";"29";"2";"1";;"1";"Pedido-23.03.08-8442";"810";"0"
"254";"6";"2023-04-14 16:11:57";"6";"2023-04-14 16:11:57";"9979";"29";"2";"1";;"1";"Pedido-23.03.08-8443";"39985";"0"
"255";"6";"2023-04-14 16:17:58";"6";"2023-04-14 16:17:58";"9967";"29";"2";"1";;"1";"Pedido-23.03.06-8453";"10556";"0"
"256";"6";"2023-04-14 16:18:53";"6";"2023-04-14 16:18:53";"9966";"29";"2";"1";;"1";"Pedido-23.03.06-8429";"16228";"0"
"257";"6";"2023-04-14 16:19:15";"6";"2023-04-14 16:19:15";"9964";"29";"2";"1";;"1";"Pedido-23.03.06-8427";"2760";"0"
"258";"6";"2023-04-14 16:19:38";"6";"2023-04-14 16:19:38";"9963";"29";"2";"1";;"1";"Pedido-23.03.06-8426";"2760";"0"
"259";"6";"2023-04-14 16:23:38";"6";"2023-04-14 16:23:38";"9962";"29";"2";"1";;"1";"Pedido-23.03.06-8425";"4860";"0"
"260";"6";"2023-04-14 16:23:49";"6";"2023-04-14 16:23:49";"9961";"29";"2";"1";;"1";"Pedido-23.03.06-8424";"14879";"0"
"261";"6";"2023-04-14 16:24:11";"6";"2023-04-14 16:24:11";"9955";"29";"2";"1";;"1";"Pedido-23.03.03-8417";"176344";"0"
"262";"6";"2023-04-14 16:24:32";"6";"2023-04-14 16:24:32";"9953";"29";"2";"1";;"1";"Pedido-23.03.03-8415";"59550";"0"
"263";"6";"2023-04-14 16:25:02";"6";"2023-04-14 16:25:02";"9949";"29";"2";"1";;"1";"Pedido-23.03.03-8412";"16715";"0"
"264";"6";"2023-04-14 16:25:21";"6";"2023-04-14 16:25:21";"9947";"29";"2";"1";;"1";"Pedido-23.03.03-8409";"50934";"0"
"265";"6";"2023-04-14 16:25:45";"6";"2023-04-14 16:25:45";"9942";"29";"2";"1";;"1";"Pedido-23.03.02-8406";"659";"0"
"266";"6";"2023-04-14 16:26:13";"6";"2023-04-14 16:26:13";"9932";"29";"2";"1";;"1";"Pedido-23.03.02-8403";"9536";"0"
"267";"6";"2023-04-14 16:27:18";"6";"2023-04-14 16:27:18";"9930";"29";"2";"1";;"1";"Pedido-23.03.02-8401";"1200";"0"
"268";"6";"2023-04-14 16:27:40";"6";"2023-04-14 16:27:40";"9926";"29";"2";"1";;"1";"Pedido-23.03.01-8397";"14550";"0"
"269";"6";"2023-04-14 16:28:18";"6";"2023-04-14 16:28:18";"9918";"29";"2";"1";;"1";"Pedido-23.02.28-8389";"11160";"0"
"270";"6";"2023-04-14 16:29:04";"6";"2023-04-14 16:29:04";"9913";"29";"2";"1";;"1";"Pedido-23.02.28-8386";"7434";"0"
"271";"6";"2023-04-14 16:29:31";"6";"2023-04-14 16:29:31";"9886";"29";"2";"1";;"1";"Pedido-23.02.22-8359";"25528";"0"
"272";"6";"2023-04-14 16:29:56";"6";"2023-04-14 16:29:56";"9857";"29";"2";"1";;"1";"Pedido-23.02.20-8331";"23102";"0"
"273";"6";"2023-04-14 16:30:27";"6";"2023-04-14 16:30:27";"9815";"29";"2";"1";;"1";"Pedido-23.02.14-8290";"33388";"0"
"274";"6";"2023-04-14 16:34:24";"6";"2023-04-14 16:34:24";"10056";"28";"2";"1";;"1";"Pedido-23.03.17-8514";"131274";"0"
"275";"6";"2023-04-14 16:34:54";"6";"2023-04-14 16:34:54";"10050";"28";"2";"1";;"1";"Pedido-23.03.16-8508";"138096";"0"
"276";"6";"2023-04-14 16:35:56";"6";"2023-04-14 16:35:56";"10010";"28";"2";"1";;"1";"Pedido-23.03.13-8468";"38832";"0"
"277";"6";"2023-04-14 16:41:40";"6";"2023-04-14 16:41:40";"9935";"28";"2";"1";;"1";"Pedido-23.03.02-8405";"115369";"0"
"278";"6";"2023-04-14 17:42:18";"6";"2023-04-14 17:42:18";"9972";"29";"2";"1";;"1";"Pedido-23.03.07-8435";"13356";"0"
"279";"6";"2023-04-14 17:54:56";"6";"2023-04-14 17:54:56";"9969";"29";"2";"1";;"1";"Pedido-23.03.07-8431";"1140";"0"
"280";"6";"2023-04-14 18:00:16";"6";"2023-04-14 18:00:16";"9871";"14";"2";"1";;"1";"Pedido-23.02.21-8345";"10741";"0"
"284";"1";"2023-04-15 09:41:17";"1";"2023-04-15 09:41:17";"10152";"14";"2";"1";"Se cotizo y vendió por debajo del valor de compra ";"1";"Pedido-23.03.29-8609";"-22000";"0"
"285";"6";"2023-04-24 10:33:18";"6";"2023-04-24 10:33:18";"9539";"23";"2";"1";;"1";"Pedido-23.01.05-8030";"79000";"0"
"286";"6";"2023-04-24 10:36:56";"6";"2023-04-24 10:36:56";"9555";"23";"2";"1";"esta comisionando con 5% por la fecha antes de febrero, cuando comenzamos con el cuadro de comisiones ";"1";"Pedido-23.01.11-8046";"37500";"0"
"287";"6";"2023-04-24 10:40:02";"6";"2023-04-24 10:40:02";"9700";"23";"2";"1";"aun estamos con 5% antes de cuadro de comisiones
";"1";"Pedido-23.01.30-8182";"93449";"0"
"288";"6";"2023-04-24 11:50:32";"6";"2023-04-24 11:50:32";"9978";"28";"2";"1";;"1";"Pedido-23.03.08-8441";"133020";"0"
"289";"6";"2023-04-24 11:51:37";"6";"2023-04-24 11:51:37";"10003";"28";"2";"1";"OK  PAGO COMISIONES ABRIL

";"1";"Pedido-23.03.10-8463";"84855";"0"
"290";"6";"2023-04-24 12:23:36";"6";"2023-04-24 12:23:36";"9749";"23";"2";"1";;"1";"Pedido-23.02.06-8226";"99828";"0"
"291";"6";"2023-04-24 12:27:17";"6";"2023-04-24 12:27:17";"9766";"23";"2";"1";;"1";"Pedido-23.02.07-8242";"124095";"0"
"292";"6";"2023-04-24 12:28:25";"6";"2023-04-24 12:28:25";"9755";"23";"2";"1";"COMISIONES CUADRO ";"1";"Pedido-23.02.07-8240";"76840";"0"
"293";"6";"2023-04-24 12:32:21";"6";"2023-04-24 12:32:21";"9760";"23";"2";"1";;"1";"Pedido-23.02.07-8236";"19200";"0"
"294";"6";"2023-04-24 12:37:36";"6";"2023-04-24 12:37:36";"9867";"23";"2";"1";"cuadro de comisiones
";"1";"Pedido-23.02.21-8340";"113296";"0"
"295";"6";"2023-04-24 12:38:57";"6";"2023-04-24 12:38:57";"9800";"23";"2";"1";"comsiones plantilla

";"1";"Pedido-23.02.13-8276";"107185";"0"
"296";"6";"2023-04-24 12:39:41";"6";"2023-04-24 12:39:41";"9960";"23";"2";"1";;"1";"Pedido-23.03.06-8423";"1710";"0"
"297";"6";"2023-04-24 12:40:25";"6";"2023-04-24 12:40:25";"9998";"23";"2";"1";;"1";"Pedido-23.03.10-8460";"19740";"0"
"298";"6";"2023-04-27 18:20:04";"6";"2023-04-27 18:20:04";"10034";"28";"2";"1";;"1";"Pedido-23.03.15-8493";"94410";"0"
"299";"6";"2023-04-27 18:27:26";"6";"2023-04-27 18:27:26";"9946";"28";"2";"1";;"1";"Pedido-23.03.03-8434";"155442";"0"
"300";"6";"2023-05-08 09:44:11";"6";"2023-05-08 09:44:11";"10332";"29";"2";"1";"comision";"1";"Pedido-23.04.22-8784";"2820";"0"
"301";"1";"2023-05-08 09:44:37";"1";"2023-05-08 09:44:37";"10340";"29";"2";"1";;"1";"Pedido-23.04.24-8792";"15094";"0"
"302";"6";"2023-05-08 09:44:47";"6";"2023-05-08 09:44:47";"10331";"29";"2";"1";"comision";"1";"Pedido-23.04.21-8781";"9042";"0"
"303";"6";"2023-05-08 09:45:44";"6";"2023-05-08 09:45:44";"10327";"29";"2";"1";"comision";"1";"Pedido-23.04.21-8783";"36540";"0"
"304";"6";"2023-05-08 09:46:10";"6";"2023-05-08 09:46:10";"10323";"29";"2";"1";;"1";"Pedido-23.04.21-8775";"1320";"0"
"305";"6";"2023-05-08 09:46:51";"6";"2023-05-08 09:46:51";"10317";"29";"2";"1";"comisones";"1";"Pedido-23.04.20-8769";"356543";"0"
"306";"6";"2023-05-08 09:51:29";"6";"2023-05-08 09:51:29";"10308";"29";"2";"1";;"1";"Pedido-23.04.19-8761";"660";"0"
"307";"6";"2023-05-08 09:52:35";"6";"2023-05-08 09:52:35";"10306";"29";"2";"1";;"1";"Pedido-23.04.19-8759";"166738";"0"
"308";"6";"2023-05-08 09:53:19";"6";"2023-05-08 09:53:19";"10305";"29";"2";"1";;"1";"Pedido-23.04.19-8758";"38016";"0"
"309";"6";"2023-05-08 09:57:38";"6";"2023-05-08 09:57:38";"10345";"29";"2";"1";;"1";"Pedido-23.04.25-8797";"660";"0"
"311";"6";"2023-05-08 09:59:11";"6";"2023-05-08 09:59:11";"10299";"29";"2";"1";"comsiones";"1";"Pedido-23.04.19-8752";"599";"0"
"312";"6";"2023-05-08 10:01:05";"6";"2023-05-08 10:01:05";"10294";"29";"2";"1";;"1";"Pedido-23.04.18-8747";"9516";"0"
"313";"6";"2023-05-08 10:02:15";"6";"2023-05-08 10:02:15";"10289";"29";"2";"1";;"1";"Pedido-23.04.18-8742";"1140";"0"
"314";"6";"2023-05-08 10:02:42";"6";"2023-05-08 10:02:42";"10278";"29";"2";"1";;"1";"Pedido-23.04.17-8731";"267990";"0"
"315";"1";"2023-05-08 10:03:13";"1";"2023-05-08 10:03:13";"10298";"29";"2";"1";;"1";"Pedido-23.04.19-8751";"170049";"0"
"316";"6";"2023-05-08 10:04:56";"6";"2023-05-08 10:04:56";"10268";"29";"2";"1";;"1";"Pedido-23.04.14-8719";"17400";"0"
"317";"6";"2023-05-08 10:09:07";"6";"2023-05-08 10:09:07";"10266";"29";"2";"1";;"1";"Pedido-23.04.13-8717";"13104";"0"
"318";"6";"2023-05-08 10:11:05";"6";"2023-05-08 10:11:05";"10263";"29";"2";"1";;"1";"Pedido-23.04.13-8714";"29736";"0"
"319";"6";"2023-05-08 10:11:44";"6";"2023-05-08 10:11:44";"10262";"29";"2";"1";;"1";"Pedido-23.04.13-8713";"70132";"0"
"320";"6";"2023-05-08 10:12:11";"6";"2023-05-08 10:12:11";"10261";"29";"2";"1";;"1";"Pedido-23.04.13-8712";"72335";"0"
"321";"6";"2023-05-08 10:12:48";"6";"2023-05-08 10:12:48";"10260";"29";"2";"1";;"1";"Pedido-23.04.13-8711";"15069";"0"
"322";"6";"2023-05-08 10:14:43";"6";"2023-05-08 10:14:43";"10259";"29";"2";"1";;"1";"Pedido-23.04.13-8709";"9694";"0"
"323";"6";"2023-05-08 10:15:19";"6";"2023-05-08 10:15:19";"10258";"29";"2";"1";;"1";"Pedido-23.04.13-8708";"32403";"0"
"324";"6";"2023-05-08 10:16:00";"6";"2023-05-08 10:16:00";"10255";"29";"2";"1";;"1";"Pedido-23.04.13-8705";"22022";"0"
"325";"6";"2023-05-08 10:16:22";"6";"2023-05-08 10:16:22";"10252";"29";"2";"1";;"1";"Pedido-23.04.12-8702";"1080";"0"
"326";"6";"2023-05-08 10:16:43";"6";"2023-05-08 10:16:43";"10250";"29";"2";"1";;"1";"Pedido-23.04.12-8701";"21282";"0"
"327";"6";"2023-05-08 10:18:56";"6";"2023-05-08 10:18:56";"10249";"29";"2";"1";;"1";"Pedido-23.04.12-8700";"20705";"0"
"328";"6";"2023-05-08 10:19:20";"6";"2023-05-08 10:19:20";"10247";"29";"2";"1";;"1";"Pedido-23.04.12-8698";"14272";"0"
"329";"6";"2023-05-08 10:19:39";"6";"2023-05-08 10:19:39";"10246";"29";"2";"1";;"1";"Pedido-23.04.12-8697";"960";"0"
"330";"6";"2023-05-08 10:20:03";"6";"2023-05-08 10:20:03";"10242";"29";"2";"1";;"1";"Pedido-23.04.12-8694";"8352";"0"
"331";"6";"2023-05-08 10:20:57";"6";"2023-05-08 10:20:57";"10239";"29";"2";"1";;"1";"Pedido-23.04.11-8691";"116605";"0"
"332";"6";"2023-05-08 10:21:17";"6";"2023-05-08 10:21:17";"10236";"29";"2";"1";;"1";"Pedido-23.04.11-8688";"1110";"0"
"333";"6";"2023-05-08 10:22:45";"6";"2023-05-08 10:22:45";"10232";"29";"2";"1";;"1";"Pedido-23.04.11-8684";"4446";"0"
"334";"6";"2023-05-08 10:23:33";"6";"2023-05-08 10:23:33";"10226";"29";"2";"1";;"1";"Pedido-23.04.10-8678";"7361";"0"
"335";"6";"2023-05-08 10:26:45";"6";"2023-05-08 10:26:45";"10213";"29";"2";"1";;"1";"Pedido-23.04.10-8665";"9060";"0"
"336";"6";"2023-05-08 10:27:13";"6";"2023-05-08 10:27:13";"10210";"29";"2";"1";;"1";"Pedido-23.04.08-8662";"14709";"0"
"337";"6";"2023-05-08 10:27:54";"6";"2023-05-08 10:27:54";"10208";"29";"2";"1";;"1";"Pedido-23.04.05-8659";"4482";"0"
"338";"6";"2023-05-08 10:28:25";"6";"2023-05-08 10:28:25";"10203";"29";"2";"1";;"1";"Pedido-23.04.04-8655";"89475";"0"
"339";"6";"2023-05-08 10:28:51";"6";"2023-05-08 10:28:51";"10201";"29";"2";"1";;"1";"Pedido-23.04.04-8653";"810";"0"
"340";"6";"2023-05-08 10:29:38";"6";"2023-05-08 10:29:38";"10198";"29";"2";"1";;"1";"Pedido-23.04.04-8650";"497951";"0"
"341";"6";"2023-05-08 10:29:57";"6";"2023-05-08 10:29:57";"10197";"29";"2";"1";;"1";"Pedido-23.04.03-8649";"33630";"0"
"342";"6";"2023-05-08 10:30:31";"6";"2023-05-08 10:30:31";"10196";"29";"2";"1";;"1";"Pedido-23.04.03-8648";"40063";"0"
"343";"6";"2023-05-08 10:31:16";"6";"2023-05-08 10:31:16";"10187";"29";"2";"1";;"1";"Pedido-23.04.03-8641";"690";"0"
"344";"6";"2023-05-08 10:31:41";"6";"2023-05-08 10:31:41";"10185";"29";"2";"1";;"1";"Pedido-23.04.03-8638";"27378";"0"
"345";"6";"2023-05-08 10:32:21";"6";"2023-05-08 10:32:21";"10183";"29";"2";"1";;"1";"Pedido-23.04.03-8637";"33078";"0"
"346";"6";"2023-05-08 10:32:43";"6";"2023-05-08 10:32:43";"10174";"29";"2";"1";;"1";"Pedido-23.04.01-8629";"9945";"0"
"347";"6";"2023-05-08 10:33:30";"6";"2023-05-08 10:33:30";"10173";"29";"2";"1";;"1";"Pedido-23.04.01-8628";"10296";"0"
"348";"6";"2023-05-08 10:33:51";"6";"2023-05-08 10:33:51";"10172";"29";"2";"1";;"1";"Pedido-23.04.01-8627";"659";"0"
"350";"6";"2023-05-08 10:36:39";"6";"2023-05-08 10:36:39";"10292";"29";"2";"1";;"1";"Pedido-23.04.18-8744";"125106";"0"
"351";"6";"2023-05-08 10:48:36";"6";"2023-05-08 10:48:36";"10169";"29";"2";"1";;"1";"Pedido-23.03.31-8625";"612776";"0"
"352";"6";"2023-05-08 10:49:13";"6";"2023-05-08 10:49:13";"10167";"29";"2";"1";;"1";"Pedido-23.03.31-8623";"47902";"0"
"353";"6";"2023-05-08 10:49:51";"6";"2023-05-08 10:49:51";"10161";"29";"2";"1";;"1";"Pedido-23.03.30-8617";"13728";"0"
"354";"6";"2023-05-08 10:55:52";"6";"2023-05-08 10:55:52";"10090";"29";"2";"1";;"1";"Pedido-23.03.22-8549";"2850";"0"
"355";"6";"2023-05-08 10:56:37";"6";"2023-05-08 10:56:37";"10084";"29";"2";"1";;"1";"Pedido-23.03.22-8541";"50731";"0"
"357";"6";"2023-05-08 10:57:50";"6";"2023-05-08 10:57:50";"10079";"29";"2";"1";;"1";"Pedido-23.03.21-8537";"12246";"0"
"358";"6";"2023-05-08 11:01:44";"6";"2023-05-08 11:01:44";"9981";"29";"2";"1";;"1";"Pedido-23.03.08-8444";"47125";"0"
"359";"6";"2023-05-08 11:08:08";"6";"2023-05-08 11:08:08";"10370";"14";"2";"1";;"1";"Pedido-23.04.29-8819";"1259";"0"
"360";"6";"2023-05-08 11:08:52";"6";"2023-05-08 11:08:52";"10365";"14";"2";"1";;"1";"Pedido-23.04.28-8815";"810";"0"
"361";"6";"2023-05-08 11:09:53";"6";"2023-05-08 11:09:53";"10360";"14";"2";"1";;"1";"Pedido-23.04.27-8811";"480";"0"
"362";"6";"2023-05-08 11:11:29";"6";"2023-05-08 11:11:29";"10357";"14";"2";"1";;"1";"Pedido-23.04.27-8808";"599";"0"
"363";"6";"2023-05-08 11:11:54";"6";"2023-05-08 11:11:54";"10354";"14";"2";"1";;"1";"Pedido-23.04.26-8805";"12027";"0"
"364";"6";"2023-05-08 11:13:00";"6";"2023-05-08 11:13:00";"10338";"14";"2";"1";;"1";"Pedido-23.04.24-8790";"1248";"0"
"365";"6";"2023-05-08 11:14:04";"6";"2023-05-08 11:14:04";"10337";"14";"2";"1";;"1";"Pedido-23.04.24-8789";"80860";"0"
